fecha,comunidad_autonoma,provincia,casos_confirmados,ingresos_uci,fallecidos,altas,lat,lon
2023-03-19,Canarias,Las Palmas,518,24,12,482,28.1235,-15.4134
2023-03-19,Cantabria,Santander,152,5,1,137,43.4623,-3.8044
2023-03-19,Castilla-La Mancha,Toledo,649,32,17,576,39.8628,-4.0245
2023-03-19,Castilla y León,Valladolid,762,27,12,666,41.6523,-4.7245
2023-03-19,Cataluña,Barcelona,2564,117,36,2326,41.3851,2.1734
2023-03-19,Comunidad Valenciana,Valencia,1221,73,19,1122,39.4699,-0.3763
2023-03-19,Extremadura,Mérida,299,15,6,265,38.916,-6.3438
2023-03-19,Galicia,Santiago,718,42,14,610,42.8782,-8.5449
2023-03-19,Madrid,Madrid,2046,105,57,1773,40.4168,-3.7038
2023-03-19,Murcia,Murcia,317,15,6,283,37.9924,-1.1307
2023-03-19,Navarra,Pamplona,205,7,5,193,42.8125,-1.6432
2023-03-19,País Vasco,Vitoria,504,21,7,447,42.8464,-2.6724
2023-03-19,La Rioja,Logroño,103,4,1,89,42.4627,-2.4449
2023-03-19,Ceuta,Ceuta,23,1,0,20,35.8891,-5.3167
2023-03-19,Melilla,Melilla,24,0,0,21,35.2923,-2.9475
2023-03-20,Andalucía,Sevilla,2522,122,36,2273,37.3886,-5.9845
2023-03-20,Aragón,Zaragoza,393,17,5,352,41.6488,-0.8891
2023-03-20,Asturias,Oviedo,232,8,4,214,43.3614,-5.8458
2023-03-20,Islas Baleares,Palma,302,9,5,265,39.5696,2.6502
2023-03-20,Canarias,Las Palmas,690,33,9,617,28.1235,-15.4134
2023-03-20,Cantabria,Santander,190,10,3,176,43.4623,-3.8044
2023-03-20,Castilla-La Mancha,Toledo,659,34,7,573,39.8628,-4.0245
2023-03-20,Castilla y León,Valladolid,589,28,11,558,41.6523,-4.7245
2023-03-20,Cataluña,Barcelona,2249,91,53,1971,41.3851,2.1734
2023-03-20,Comunidad Valenciana,Valencia,1443,72,33,1301,39.4699,-0.3763
2023-03-20,Extremadura,Mérida,295,13,4,258,38.916,-6.3438
2023-03-20,Galicia,Santiago,792,33,18,737,42.8782,-8.5449
2023-03-20,Madrid,Madrid,1668,95,29,1543,40.4168,-3.7038
2023-03-20,Murcia,Murcia,340,15,7,293,37.9924,-1.1307
2023-03-20,Navarra,Pamplona,202,8,3,176,42.8125,-1.6432
2023-03-20,País Vasco,Vitoria,543,25,7,495,42.8464,-2.6724
2023-03-20,La Rioja,Logroño,97,4,0,90,42.4627,-2.4449
2023-03-20,Ceuta,Ceuta,19,0,0,16,35.8891,-5.3167
2023-03-20,Melilla,Melilla,27,1,0,24,35.2923,-2.9475
2023-03-21,Andalucía,Sevilla,2204,75,53,1929,37.3886,-5.9845
2023-03-21,Aragón,Zaragoza,314,16,7,285,41.6488,-0.8891
2023-03-21,Asturias,Oviedo,285,13,3,263,43.3614,-5.8458
2023-03-21,Islas Baleares,Palma,327,17,7,283,39.5696,2.6502
2023-03-21,Canarias,Las Palmas,599,35,15,554,28.1235,-15.4134
2023-03-21,Cantabria,Santander,141,5,2,127,43.4623,-3.8044
2023-03-21,Castilla-La Mancha,Toledo,616,20,8,543,39.8628,-4.0245
2023-03-21,Castilla y León,Valladolid,709,41,18,622,41.6523,-4.7245
2023-03-21,Cataluña,Barcelona,1909,90,34,1666,41.3851,2.1734
2023-03-21,Comunidad Valenciana,Valencia,1654,72,17,1471,39.4699,-0.3763
2023-03-21,Extremadura,Mérida,280,13,5,257,38.916,-6.3438
2023-03-21,Galicia,Santiago,790,26,10,704,42.8782,-8.5449
2023-03-21,Madrid,Madrid,1892,104,20,1664,40.4168,-3.7038
2023-03-21,Murcia,Murcia,321,14,3,279,37.9924,-1.1307
2023-03-21,Navarra,Pamplona,150,8,4,134,42.8125,-1.6432
2023-03-21,País Vasco,Vitoria,582,20,8,548,42.8464,-2.6724
2023-03-21,La Rioja,Logroño,105,4,1,90,42.4627,-2.4449
2023-03-21,Ceuta,Ceuta,25,0,0,21,35.8891,-5.3167
2023-03-21,Melilla,Melilla,26,1,0,23,35.2923,-2.9475
2023-03-22,Andalucía,Sevilla,2253,115,58,2080,37.3886,-5.9845
2023-03-22,Aragón,Zaragoza,360,14,9,318,41.6488,-0.8891
2023-03-22,Asturias,Oviedo,300,13,5,271,43.3614,-5.8458
2023-03-22,Islas Baleares,Palma,354,14,9,336,39.5696,2.6502
2023-03-22,Canarias,Las Palmas,556,24,11,504,28.1235,-15.4134
2023-03-22,Cantabria,Santander,162,6,3,143,43.4623,-3.8044
2023-03-22,Castilla-La Mancha,Toledo,592,28,8,525,39.8628,-4.0245
2023-03-22,Castilla y León,Valladolid,643,27,8,585,41.6523,-4.7245
2023-03-22,Cataluña,Barcelona,2363,131,38,2230,41.3851,2.1734
2023-03-22,Comunidad Valenciana,Valencia,1193,60,17,1044,39.4699,-0.3763
2023-03-22,Extremadura,Mérida,264,14,7,238,38.916,-6.3438
2023-03-22,Galicia,Santiago,716,23,19,618,42.8782,-8.5449
2023-03-22,Madrid,Madrid,1777,90,49,1597,40.4168,-3.7038
2023-03-22,Murcia,Murcia,322,14,7,279,37.9924,-1.1307
2023-03-22,Navarra,Pamplona,202,6,5,181,42.8125,-1.6432
2023-03-22,País Vasco,Vitoria,632,32,16,559,42.8464,-2.6724
2023-03-22,La Rioja,Logroño,89,3,2,78,42.4627,-2.4449
2023-03-22,Ceuta,Ceuta,20,0,0,17,35.8891,-5.3167
2023-03-22,Melilla,Melilla,25,0,0,22,35.2923,-2.9475
2023-03-23,Andalucía,Sevilla,2086,88,37,1823,37.3886,-5.9845
2023-03-23,Aragón,Zaragoza,377,21,8,336,41.6488,-0.8891
2023-03-23,Asturias,Oviedo,333,16,9,295,43.3614,-5.8458
2023-03-23,Islas Baleares,Palma,348,17,3,328,39.5696,2.6502
2023-03-23,Canarias,Las Palmas,692,33,17,610,28.1235,-15.4134
2023-03-23,Cantabria,Santander,135,6,3,127,43.4623,-3.8044
2023-03-23,Castilla-La Mancha,Toledo,584,19,8,537,39.8628,-4.0245
2023-03-23,Castilla y León,Valladolid,571,32,6,496,41.6523,-4.7245
2023-03-23,Cataluña,Barcelona,2168,113,45,1935,41.3851,2.1734
2023-03-23,Comunidad Valenciana,Valencia,1258,71,33,1128,39.4699,-0.3763
2023-03-23,Extremadura,Mérida,274,10,7,259,38.916,-6.3438
2023-03-23,Galicia,Santiago,746,32,13,641,42.8782,-8.5449
2023-03-23,Madrid,Madrid,2075,113,48,1841,40.4168,-3.7038
2023-03-23,Murcia,Murcia,233,8,3,198,37.9924,-1.1307
2023-03-23,Navarra,Pamplona,175,7,4,162,42.8125,-1.6432
2023-03-23,País Vasco,Vitoria,567,17,11,499,42.8464,-2.6724
2023-03-23,La Rioja,Logroño,75,3,1,68,42.4627,-2.4449
2023-03-23,Ceuta,Ceuta,21,0,0,18,35.8891,-5.3167
2023-03-23,Melilla,Melilla,21,1,0,19,35.2923,-2.9475
2023-03-24,Andalucía,Sevilla,2659,108,70,2402,37.3886,-5.9845
2023-03-24,Aragón,Zaragoza,338,15,9,291,41.6488,-0.8891
2023-03-24,Asturias,Oviedo,299,13,8,275,43.3614,-5.8458
2023-03-24,Islas Baleares,Palma,294,13,8,252,39.5696,2.6502
2023-03-24,Canarias,Las Palmas,511,24,12,444,28.1235,-15.4134
2023-03-24,Cantabria,Santander,182,8,5,164,43.4623,-3.8044
2023-03-24,Castilla-La Mancha,Toledo,672,31,8,589,39.8628,-4.0245
2023-03-24,Castilla y León,Valladolid,569,26,6,530,41.6523,-4.7245
2023-03-24,Cataluña,Barcelona,2376,103,36,2231,41.3851,2.1734
2023-03-24,Comunidad Valenciana,Valencia,1737,87,17,1509,39.4699,-0.3763
2023-03-24,Extremadura,Mérida,365,13,8,326,38.916,-6.3438
2023-03-24,Galicia,Santiago,722,22,17,662,42.8782,-8.5449
2023-03-24,Madrid,Madrid,1606,75,35,1523,40.4168,-3.7038
2023-03-24,Murcia,Murcia,289,8,5,254,37.9924,-1.1307
2023-03-24,Navarra,Pamplona,189,6,4,171,42.8125,-1.6432
2023-03-24,País Vasco,Vitoria,649,27,9,571,42.8464,-2.6724
2023-03-24,La Rioja,Logroño,76,2,1,68,42.4627,-2.4449
2023-03-24,Ceuta,Ceuta,20,0,0,18,35.8891,-5.3167
2023-03-24,Melilla,Melilla,24,0,0,22,35.2923,-2.9475
2023-03-25,Andalucía,Sevilla,2534,144,50,2337,37.3886,-5.9845
2023-03-25,Aragón,Zaragoza,304,14,6,259,41.6488,-0.8891
2023-03-25,Asturias,Oviedo,337,10,9,302,43.3614,-5.8458
2023-03-25,Islas Baleares,Palma,356,15,9,313,39.5696,2.6502
2023-03-25,Canarias,Las Palmas,697,41,10,595,28.1235,-15.4134
2023-03-25,Cantabria,Santander,138,5,3,123,43.4623,-3.8044
2023-03-25,Castilla-La Mancha,Toledo,590,32,9,545,39.8628,-4.0245
2023-03-25,Castilla y León,Valladolid,779,24,14,673,41.6523,-4.7245
2023-03-25,Cataluña,Barcelona,2425,78,52,2111,41.3851,2.1734
2023-03-25,Comunidad Valenciana,Valencia,1538,80,15,1310,39.4699,-0.3763
2023-03-25,Extremadura,Mérida,276,9,5,244,38.916,-6.3438
2023-03-25,Galicia,Santiago,707,34,17,628,42.8782,-8.5449
2023-03-25,Madrid,Madrid,1800,75,40,1696,40.4168,-3.7038
2023-03-25,Murcia,Murcia,252,12,5,223,37.9924,-1.1307
2023-03-25,Navarra,Pamplona,163,7,2,150,42.8125,-1.6432
2023-03-25,País Vasco,Vitoria,740,41,20,688,42.8464,-2.6724
2023-03-25,La Rioja,Logroño,97,4,1,90,42.4627,-2.4449
2023-03-25,Ceuta,Ceuta,24,1,0,20,35.8891,-5.3167
2023-03-25,Melilla,Melilla,28,1,0,25,35.2923,-2.9475
2023-03-26,Andalucía,Sevilla,2448,140,58,2119,37.3886,-5.9845
2023-03-26,Aragón,Zaragoza,445,24,8,381,41.6488,-0.8891
2023-03-26,Asturias,Oviedo,265,14,6,228,43.3614,-5.8458
2023-03-26,Islas Baleares,Palma,270,11,5,246,39.5696,2.6502
2023-03-26,Canarias,Las Palmas,604,28,17,516,28.1235,-15.4134
2023-03-26,Cantabria,Santander,157,9,4,145,43.4623,-3.8044
2023-03-26,Castilla-La Mancha,Toledo,645,32,17,558,39.8628,-4.0245
2023-03-26,Castilla y León,Valladolid,689,30,9,593,41.6523,-4.7245
2023-03-26,Cataluña,Barcelona,2630,154,44,2349,41.3851,2.1734
2023-03-26,Comunidad Valenciana,Valencia,1657,77,20,1443,39.4699,-0.3763
2023-03-26,Extremadura,Mérida,286,8,4,261,38.916,-6.3438
2023-03-26,Galicia,Santiago,910,45,21,852,42.8782,-8.5449
2023-03-26,Madrid,Madrid,1906,111,40,1798,40.4168,-3.7038
2023-03-26,Murcia,Murcia,305,13,4,275,37.9924,-1.1307
2023-03-26,Navarra,Pamplona,185,8,4,172,42.8125,-1.6432
2023-03-26,País Vasco,Vitoria,558,18,13,493,42.8464,-2.6724
2023-03-26,La Rioja,Logroño,76,3,1,70,42.4627,-2.4449
2023-03-26,Ceuta,Ceuta,21,0,0,19,35.8891,-5.3167
2023-03-26,Melilla,Melilla,23,1,0,20,35.2923,-2.9475
2023-03-27,Andalucía,Sevilla,2911,103,79,2607,37.3886,-5.9845
2023-03-27,Aragón,Zaragoza,334,18,8,303,41.6488,-0.8891
2023-03-27,Asturias,Oviedo,326,18,8,284,43.3614,-5.8458
2023-03-27,Islas Baleares,Palma,323,14,3,302,39.5696,2.6502
2023-03-27,Canarias,Las Palmas,566,26,10,481,28.1235,-15.4134
2023-03-27,Cantabria,Santander,197,8,4,183,43.4623,-3.8044
2023-03-27,Castilla-La Mancha,Toledo,585,19,17,530,39.8628,-4.0245
2023-03-27,Castilla y León,Valladolid,767,44,8,693,41.6523,-4.7245
2023-03-27,Cataluña,Barcelona,2495,76,67,2356,41.3851,2.1734
2023-03-27,Comunidad Valenciana,Valencia,1221,45,21,1111,39.4699,-0.3763
2023-03-27,Extremadura,Mérida,347,18,4,312,38.916,-6.3438
2023-03-27,Galicia,Santiago,636,21,12,596,42.8782,-8.5449
2023-03-27,Madrid,Madrid,1636,88,41,1408,40.4168,-3.7038
2023-03-27,Murcia,Murcia,312,10,9,283,37.9924,-1.1307
2023-03-27,Navarra,Pamplona,183,9,3,173,42.8125,-1.6432
2023-03-27,País Vasco,Vitoria,538,16,16,467,42.8464,-2.6724
2023-03-27,La Rioja,Logroño,87,4,2,75,42.4627,-2.4449
2023-03-27,Ceuta,Ceuta,23,1,0,20,35.8891,-5.3167
2023-03-27,Melilla,Melilla,25,0,0,23,35.2923,-2.9475
2023-03-28,Andalucía,Sevilla,2168,115,40,2019,37.3886,-5.9845
2023-03-28,Aragón,Zaragoza,325,12,9,283,41.6488,-0.8891
2023-03-28,Asturias,Oviedo,293,11,8,274,43.3614,-5.8458
2023-03-28,Islas Baleares,Palma,361,18,7,336,39.5696,2.6502
2023-03-28,Canarias,Las Palmas,549,18,15,517,28.1235,-15.4134
2023-03-28,Cantabria,Santander,202,8,3,184,43.4623,-3.8044
2023-03-28,Castilla-La Mancha,Toledo,588,30,14,522,39.8628,-4.0245
2023-03-28,Castilla y León,Valladolid,627,28,10,575,41.6523,-4.7245
2023-03-28,Cataluña,Barcelona,2239,133,59,2106,41.3851,2.1734
2023-03-28,Comunidad Valenciana,Valencia,1667,70,32,1537,39.4699,-0.3763
2023-03-28,Extremadura,Mérida,381,16,5,342,38.916,-6.3438
2023-03-28,Galicia,Santiago,816,29,10,754,42.8782,-8.5449
2023-03-28,Madrid,Madrid,1969,91,57,1815,40.4168,-3.7038
2023-03-28,Murcia,Murcia,268,15,7,244,37.9924,-1.1307
2023-03-28,Navarra,Pamplona,184,8,4,159,42.8125,-1.6432
2023-03-28,País Vasco,Vitoria,774,30,14,700,42.8464,-2.6724
2023-03-28,La Rioja,Logroño,82,3,1,70,42.4627,-2.4449
2023-03-28,Ceuta,Ceuta,25,1,0,23,35.8891,-5.3167
2023-03-28,Melilla,Melilla,20,0,0,18,35.2923,-2.9475
2023-03-29,Andalucía,Sevilla,2971,127,80,2582,37.3886,-5.9845
2023-03-29,Aragón,Zaragoza,388,12,6,358,41.6488,-0.8891
2023-03-29,Asturias,Oviedo,237,10,3,207,43.3614,-5.8458
2023-03-29,Islas Baleares,Palma,301,10,3,264,39.5696,2.6502
2023-03-29,Canarias,Las Palmas,632,31,8,591,28.1235,-15.4134
2023-03-29,Cantabria,Santander,137,5,3,128,43.4623,-3.8044
2023-03-29,Castilla-La Mancha,Toledo,474,24,9,415,39.8628,-4.0245
2023-03-29,Castilla y León,Valladolid,700,32,18,641,41.6523,-4.7245
2023-03-29,Cataluña,Barcelona,1877,79,47,1596,41.3851,2.1734
2023-03-29,Comunidad Valenciana,Valencia,1685,93,22,1535,39.4699,-0.3763
2023-03-29,Extremadura,Mérida,342,19,9,307,38.916,-6.3438
2023-03-29,Galicia,Santiago,764,41,17,698,42.8782,-8.5449
2023-03-29,Madrid,Madrid,2102,83,47,1916,40.4168,-3.7038
2023-03-29,Murcia,Murcia,285,13,8,249,37.9924,-1.1307
2023-03-29,Navarra,Pamplona,226,7,4,207,42.8125,-1.6432
2023-03-29,País Vasco,Vitoria,683,35,18,581,42.8464,-2.6724
2023-03-29,La Rioja,Logroño,94,3,1,87,42.4627,-2.4449
2023-03-29,Ceuta,Ceuta,27,0,0,24,35.8891,-5.3167
2023-03-29,Melilla,Melilla,21,0,0,19,35.2923,-2.9475
2023-03-30,Andalucía,Sevilla,2536,92,75,2175,37.3886,-5.9845
2023-03-30,Aragón,Zaragoza,437,13,10,407,41.6488,-0.8891
2023-03-30,Asturias,Oviedo,308,14,6,268,43.3614,-5.8458
2023-03-30,Islas Baleares,Palma,320,12,4,293,39.5696,2.6502
2023-03-30,Canarias,Las Palmas,744,30,13,635,28.1235,-15.4134
2023-03-30,Cantabria,Santander,173,9,3,156,43.4623,-3.8044
2023-03-30,Castilla-La Mancha,Toledo,645,30,7,611,39.8628,-4.0245
2023-03-30,Castilla y León,Valladolid,846,35,24,719,41.6523,-4.7245
2023-03-30,Cataluña,Barcelona,1934,70,37,1744,41.3851,2.1734
2023-03-30,Comunidad Valenciana,Valencia,1431,68,39,1239,39.4699,-0.3763
2023-03-30,Extremadura,Mérida,381,13,9,355,38.916,-6.3438
2023-03-30,Galicia,Santiago,658,35,10,578,42.8782,-8.5449
2023-03-30,Madrid,Madrid,1697,88,29,1583,40.4168,-3.7038
2023-03-30,Murcia,Murcia,327,17,6,279,37.9924,-1.1307
2023-03-30,Navarra,Pamplona,195,6,5,176,42.8125,-1.6432
2023-03-30,País Vasco,Vitoria,765,33,9,657,42.8464,-2.6724
2023-03-30,La Rioja,Logroño,90,5,1,79,42.4627,-2.4449
2023-03-30,Ceuta,Ceuta,23,1,0,21,35.8891,-5.3167
2023-03-30,Melilla,Melilla,24,0,0,21,35.2923,-2.9475
2023-03-31,Andalucía,Sevilla,2160,71,21,1921,37.3886,-5.9845
2023-03-31,Aragón,Zaragoza,329,9,9,297,41.6488,-0.8891
2023-03-31,Asturias,Oviedo,250,8,6,235,43.3614,-5.8458
2023-03-31,Islas Baleares,Palma,339,14,3,311,39.5696,2.6502
2023-03-31,Canarias,Las Palmas,715,28,11,636,28.1235,-15.4134
2023-03-31,Cantabria,Santander,155,5,3,144,43.4623,-3.8044
2023-03-31,Castilla-La Mancha,Toledo,541,31,7,505,39.8628,-4.0245
2023-03-31,Castilla y León,Valladolid,726,37,14,661,41.6523,-4.7245
2023-03-31,Cataluña,Barcelona,2399,136,56,2089,41.3851,2.1734
2023-03-31,Comunidad Valenciana,Valencia,1271,54,12,1087,39.4699,-0.3763
2023-03-31,Extremadura,Mérida,338,18,4,314,38.916,-6.3438
2023-03-31,Galicia,Santiago,912,28,13,856,42.8782,-8.5449
2023-03-31,Madrid,Madrid,2223,119,53,2065,40.4168,-3.7038
2023-03-31,Murcia,Murcia,358,18,10,305,37.9924,-1.1307
2023-03-31,Navarra,Pamplona,194,8,3,167,42.8125,-1.6432
2023-03-31,País Vasco,Vitoria,625,32,18,566,42.8464,-2.6724
2023-03-31,La Rioja,Logroño,84,2,1,77,42.4627,-2.4449
2023-03-31,Ceuta,Ceuta,26,1,0,23,35.8891,-5.3167
2023-03-31,Melilla,Melilla,22,1,0,18,35.2923,-2.9475
